-17.194,31.187,0.000787,-0.000154
-16.906,31.187,0.000803,-0.000113
-16.618,31.187,0.000863,-6.8e-005
-16.331,31.187,0.00089,-4e-005
-16.043,31.187,0.000807,2.2e-005
-15.755,31.187,0.000637,9.7e-005
-15.467,31.187,0.000606,0.000128
-15.18,31.187,0.000726,-7e-006
-14.892,31.187,0.000832,-0.000171
-14.604,31.187,0.000769,-0.000243
-14.316,31.187,0.000664,-0.000123
-14.029,31.187,0.000584,4.5e-005
-13.741,31.187,0.00055,1.1e-005
-13.453,31.187,0.000338,-8.4e-005
-13.165,31.187,0.000299,-0.000132
-12.878,31.187,0.000406,-0.000103
-12.59,31.187,0.000652,-8.8e-005
-12.302,31.187,0.000705,-8e-005
-12.014,31.187,0.000648,2.7e-005
-11.726,31.187,0.000718,0.000215
-11.439,31.187,0.000773,0.000213
-11.151,31.187,0.000848,9.8e-005
-10.863,31.187,0.000834,0.000187
-10.575,31.187,0.000798,0.000282
-10.288,31.187,0.000823,0.000348
-9.9999,31.187,0.000984,8.1e-005
-9.7121,31.187,0.001072,-0.000314
-9.4243,31.187,0.001042,-0.000521
-9.1366,31.187,0.000842,-0.000482
-8.8488,31.187,0.000784,-0.000168
-8.561,31.187,0.000814,-3.7e-005
-8.2733,31.187,0.001032,-0.000112
-7.9855,31.187,0.001278,-0.0001
-7.6977,31.187,0.001201,-5.7e-005
-7.41,31.187,0.001141,-4.3e-005
-7.1222,31.187,0.001256,-0.00012
-6.8344,31.187,0.001371,-0.000211
-6.5467,31.187,0.001209,-0.000289
-6.2589,31.187,0.000825,-0.000346
-5.9711,31.187,0.000681,-0.000498
-5.6834,31.187,0.000756,-0.000697
-5.3956,31.187,0.001213,-0.000751
-5.1078,31.187,0.001476,-0.000603
-4.8201,31.187,0.001282,-0.000421
-4.5323,31.187,0.000856,-0.000577
-4.2445,31.187,0.000663,-0.000654
-3.9568,31.187,0.00068,-0.000623
-3.669,31.187,0.000644,-0.000624
-3.3812,31.187,0.000652,-0.000716
-3.0935,31.187,0.000718,-0.000759
-2.8057,31.187,0.000684,-0.000739
-2.5179,31.187,0.000563,-0.000893
-2.2302,31.187,0.00047,-0.001119
-1.9424,31.187,0.000471,-0.001142
-1.6546,31.187,0.00047,-0.000996
-1.3669,31.187,0.000483,-0.001034
-1.0791,31.187,0.000429,-0.001175
-0.79133,31.187,0.000328,-0.001305
-0.50357,31.187,0.000132,-0.001424
-0.2158,31.187,-8.4e-005,-0.001465
0.071967,31.187,-0.000218,-0.001565
0.35973,31.187,-0.00038,-0.001529
0.6475,31.187,-0.000469,-0.001222
0.93527,31.187,-0.000657,-0.000866
1.223,31.187,-0.000855,-0.000825
1.5108,31.187,-0.001037,-0.00121
1.7986,31.187,-0.001137,-0.001553
2.0863,31.187,-0.001119,-0.001403
2.3741,31.187,-0.001208,-0.000988
2.6619,31.187,-0.001118,-0.00072
2.9496,31.187,-0.001025,-0.000702
3.2374,31.187,-0.001109,-0.000847
3.5252,31.187,-0.001288,-0.000779
3.8129,31.187,-0.001331,-0.000639
4.1007,31.187,-0.001227,-0.000624
4.3885,31.187,-0.001426,-0.000576
4.6762,31.187,-0.001813,-0.000253
4.964,31.187,-0.002016,0.000215
5.2518,31.187,-0.002172,0.000265
5.5395,31.187,-0.00236,2e-006
5.8273,31.187,-0.002275,-0.000159
6.1151,31.187,-0.001942,8.4e-005
6.4028,31.187,-0.001662,0.000327
6.6906,31.187,-0.001968,0.000348
6.9784,31.187,-0.002703,5.5e-005
7.2661,31.187,-0.003752,-0.000164
7.5539,31.187,-0.004447,-3.4e-005
7.8417,31.187,-0.00445,0.000435
8.1294,31.187,-0.004234,0.000825
8.4172,31.187,-0.004557,0.000929
8.705,31.187,-0.004965,0.001446
8.9927,31.187,-0.005223,0.002005
9.2805,31.187,-0.005298,0.002046
9.5683,31.187,-0.005696,0.001764
9.856,31.187,-0.006143,0.002023
10.144,31.187,-0.006381,0.002698
10.432,31.187,-0.006535,0.003085
10.719,31.187,-0.006584,0.003004
11.007,31.187,-0.006703,0.003066
11.295,31.187,-0.006844,0.003359
11.583,31.187,-0.006826,0.003919
11.87,31.187,-0.006855,0.003994
12.158,31.187,-0.007013,0.003616
12.446,31.187,-0.007251,0.003372
12.734,31.187,-0.007547,0.003934
13.021,31.187,-0.007607,0.00509
13.309,31.187,-0.007616,0.006036
13.597,31.187,-0.007476,0.006543
13.885,31.187,-0.007584,0.006573
14.173,31.187,-0.007895,0.006004
14.46,31.187,-0.008206,0.005811
14.748,31.187,-0.008324,0.005912
15.036,31.187,-0.008226,0.006363
15.324,31.187,-0.007885,0.006428
15.611,31.187,-0.007495,0.006328
15.899,31.187,-0.007453,0.00628
16.187,31.187,-0.007624,0.006278
16.475,31.187,-0.007727,0.006513
16.762,31.187,-0.007557,0.006918
17.05,31.187,-0.007393,0.00735
17.338,31.187,-0.007349,0.00749
17.626,31.187,-0.007367,0.007375
17.913,31.187,-0.007311,0.007504
18.201,31.187,-0.007257,0.007741
18.489,31.187,-0.00706,0.008083
18.777,31.187,-0.006914,0.008312
19.065,31.187,-0.006945,0.008585
19.352,31.187,-0.006991,0.008711
-17.194,30.899,0.000958,-0.00024
-16.906,30.899,0.000991,-0.00019
-16.618,30.899,0.001059,-0.000117
-16.331,30.899,0.001094,-3.1e-005
-16.043,30.899,0.000982,7.4e-005
-15.755,30.899,0.000774,0.000137
-15.467,30.899,0.000753,0.000138
-15.18,30.899,0.000869,-1.3e-005
-14.892,30.899,0.000964,-0.000183
-14.604,30.899,0.000897,-0.000246
-14.316,30.899,0.000768,-0.000143
-14.029,30.899,0.000638,2.7e-005
-13.741,30.899,0.00053,1.9e-005
-13.453,30.899,0.000324,-4.5e-005
-13.165,30.899,0.000345,-7.3e-005
-12.878,30.899,0.000463,-6.2e-005
-12.59,30.899,0.000658,-3.4e-005
-12.302,30.899,0.000681,-1.9e-005
-12.014,30.899,0.000665,5.1e-005
-11.726,30.899,0.000754,0.000157
-11.439,30.899,0.000803,0.00015
-11.151,30.899,0.00088,9.9e-005
-10.863,30.899,0.000923,0.00022
-10.575,30.899,0.000929,0.00032
-10.288,30.899,0.000931,0.000376
-9.9999,30.899,0.000977,0.000181
-9.7121,30.899,0.001004,-9.5e-005
-9.4243,30.899,0.000984,-0.000254
-9.1366,30.899,0.00086,-0.000256
-8.8488,30.899,0.000797,-6.4e-005
-8.561,30.899,0.000783,5e-006
-8.2733,30.899,0.000984,-6.7e-005
-7.9855,30.899,0.001221,-5.5e-005
-7.6977,30.899,0.001197,7e-006
-7.41,30.899,0.001115,3.8e-005
-7.1222,30.899,0.001185,-4.5e-005
-6.8344,30.899,0.001274,-0.000187
-6.5467,30.899,0.001161,-0.000333
-6.2589,30.899,0.000873,-0.000446
-5.9711,30.899,0.000763,-0.000537
-5.6834,30.899,0.000833,-0.000667
-5.3956,30.899,0.001154,-0.000687
-5.1078,30.899,0.001331,-0.000618
-4.8201,30.899,0.00115,-0.000505
-4.5323,30.899,0.000825,-0.000618
-4.2445,30.899,0.000687,-0.000646
-3.9568,30.899,0.000708,-0.000593
-3.669,30.899,0.000693,-0.000613
-3.3812,30.899,0.000696,-0.000735
-3.0935,30.899,0.000721,-0.00082
-2.8057,30.899,0.000732,-0.00082
-2.5179,30.899,0.000665,-0.000926
-2.2302,30.899,0.000566,-0.001097
-1.9424,30.899,0.000461,-0.001128
-1.6546,30.899,0.000389,-0.001019
-1.3669,30.899,0.000389,-0.001012
-1.0791,30.899,0.000357,-0.00108
-0.79133,30.899,0.00029,-0.001163
-0.50357,30.899,0.000139,-0.001238
-0.2158,30.899,-4.9e-005,-0.001231
0.071967,30.899,-0.0002,-0.00125
0.35973,30.899,-0.000352,-0.001199
0.6475,30.899,-0.00042,-0.001002
0.93527,30.899,-0.00059,-0.000855
1.223,30.899,-0.000792,-0.000971
1.5108,30.899,-0.001002,-0.001303
1.7986,30.899,-0.001079,-0.001441
2.0863,30.899,-0.001061,-0.001188
2.3741,30.899,-0.001133,-0.000807
2.6619,30.899,-0.001169,-0.000646
2.9496,30.899,-0.001176,-0.000665
3.2374,30.899,-0.001269,-0.000805
3.5252,30.899,-0.001361,-0.000795
3.8129,30.899,-0.001332,-0.00071
4.1007,30.899,-0.001225,-0.000702
4.3885,30.899,-0.001361,-0.000681
4.6762,30.899,-0.001793,-0.000487
4.964,30.899,-0.002147,-0.000157
5.2518,30.899,-0.002333,-8.1e-005
5.5395,30.899,-0.002435,-0.000206
5.8273,30.899,-0.002598,-0.000239
6.1151,30.899,-0.002619,-8e-006
6.4028,30.899,-0.002536,0.000189
6.6906,30.899,-0.002514,0.000174
6.9784,30.899,-0.002928,-2.4e-005
7.2661,30.899,-0.003749,-5.9e-005
7.5539,30.899,-0.004428,0.000162
7.8417,30.899,-0.004662,0.000509
8.1294,30.899,-0.004614,0.000705
8.4172,30.899,-0.004903,0.000746
8.705,30.899,-0.005148,0.001233
8.9927,30.899,-0.005442,0.001762
9.2805,30.899,-0.005569,0.001882
9.5683,30.899,-0.005947,0.001692
9.856,30.899,-0.006286,0.001853
10.144,30.899,-0.006472,0.002339
10.432,30.899,-0.0066,0.002755
10.719,30.899,-0.006672,0.002881
11.007,30.899,-0.006811,0.003026
11.295,30.899,-0.006917,0.003257
11.583,30.899,-0.006873,0.00373
11.87,30.899,-0.006906,0.003888
12.158,30.899,-0.007064,0.003655
12.446,30.899,-0.007314,0.003471
12.734,30.899,-0.007566,0.003948
13.021,30.899,-0.007538,0.004876
13.309,30.899,-0.007405,0.005543
13.597,30.899,-0.007346,0.005889
13.885,30.899,-0.007612,0.005935
14.173,30.899,-0.008009,0.00563
14.46,30.899,-0.008251,0.005518
14.748,30.899,-0.008361,0.005723
15.036,30.899,-0.008331,0.006168
15.324,30.899,-0.008032,0.006344
15.611,30.899,-0.007611,0.006391
15.899,30.899,-0.007509,0.006502
16.187,30.899,-0.007641,0.00661
16.475,30.899,-0.007782,0.006755
16.762,30.899,-0.007678,0.007052
17.05,30.899,-0.007535,0.007516
17.338,30.899,-0.007443,0.007716
17.626,30.899,-0.007437,0.007647
17.913,30.899,-0.007428,0.007649
18.201,30.899,-0.00737,0.007753
18.489,30.899,-0.007168,0.008
18.777,30.899,-0.007001,0.008326
19.065,30.899,-0.007041,0.008775
19.352,30.899,-0.007101,0.009072
-17.194,30.611,0.00121,-0.000227
-16.906,30.611,0.001266,-0.000187
-16.618,30.611,0.001347,-0.000147
-16.331,30.611,0.001422,-3.7e-005
-16.043,30.611,0.001262,7.3e-005
-15.755,30.611,0.001012,0.000119
-15.467,30.611,0.000934,0.00011
-15.18,30.611,0.001041,-1.1e-005
-14.892,30.611,0.001126,-0.000145
-14.604,30.611,0.001084,-0.000231
-14.316,30.611,0.000954,-0.000181
-14.029,30.611,0.000794,-3.9e-005
-13.741,30.611,0.00056,3.2e-005
-13.453,30.611,0.000343,4.3e-005
-13.165,30.611,0.000379,2.4e-005
-12.878,30.611,0.000498,-1.9e-005
-12.59,30.611,0.000601,-3.1e-005
-12.302,30.611,0.000601,4e-006
-12.014,30.611,0.000662,7.2e-005
-11.726,30.611,0.000789,0.000109
-11.439,30.611,0.000847,0.00013
-11.151,30.611,0.000915,0.000165
-10.863,30.611,0.000969,0.00025
-10.575,30.611,0.000978,0.000287
-10.288,30.611,0.000929,0.000291
-9.9999,30.611,0.000889,0.000263
-9.7121,30.611,0.000886,0.000192
-9.4243,30.611,0.000884,0.000118
-9.1366,30.611,0.000836,6.6e-005
-8.8488,30.611,0.000754,8.8e-005
-8.561,30.611,0.000732,7.9e-005
-8.2733,30.611,0.000936,1.3e-005
-7.9855,30.611,0.001196,1.8e-005
-7.6977,30.611,0.001231,7.7e-005
-7.41,30.611,0.001113,0.000132
-7.1222,30.611,0.001066,7.5e-005
-6.8344,30.611,0.001077,-4.4e-005
-6.5467,30.611,0.001069,-0.000249
-6.2589,30.611,0.000988,-0.000474
-5.9711,30.611,0.000998,-0.000639
