-0.017194,0.031187,0.00088773,0.00023078,0.29007,-0.18604,8.235e-05,8.235e-05
-0.017194,0.030899,0.00094357,0.00023208,0.77127,-0.026421,0.00016516,0.00016516
-0.017194,0.030611,0.0010786,0.00024491,1.3251,0.21154,0.0002369,0.0002369
-0.017194,0.030323,0.001252,0.00024375,1.4119,0.62437,0.0002898,0.0002898
-0.017194,0.030036,0.0014088,0.00021589,1.0084,0.65868,0.00025071,0.00025071
-0.017194,0.029748,0.0015041,0.00021849,0.4013,0.60572,9.5444e-05,9.5444e-05
-0.017194,0.02946,0.0015539,0.00028379,-0.18702,0.45709,-0.00025571,0.00025571
-0.017194,0.029172,0.0016224,0.00030951,-0.64513,0.38212,-0.00040741,0.00040741
-0.017194,0.028885,0.0017144,0.00025303,-0.90097,0.30687,-0.00043406,0.00043406
-0.017194,0.028597,0.001796,0.00019,-0.87829,0.46072,-0.000216,0.000216
-0.017194,0.028309,0.0018897,0.00015208,-0.62379,0.6619,-0.0001004,0.0001004
-0.017194,0.028021,0.0019676,0.00010593,-0.47975,1.0371,5.4037e-05,5.4037e-05
-0.017194,0.027734,0.0020561,4.2407e-05,-0.098749,1.2515,0.00020735,0.00020735
-0.017194,0.027446,0.0020995,1.2184e-05,0.55407,1.1946,0.00037392,0.00037392
-0.017194,0.027158,0.0021343,-1.7471e-05,1.262,0.84321,0.00038561,0.00038561
-0.017194,0.02687,0.0022173,-6.5618e-05,1.3615,0.38003,0.0002849,0.0002849
-0.017194,0.026582,0.0023351,-0.00010303,0.92135,-0.1657,0.00014517,0.00014517
-0.017194,0.026295,0.0024544,-8.1697e-05,0.50345,-0.77586,9.3662e-05,9.3662e-05
-0.017194,0.026007,0.002511,-8.5935e-05,0.19379,-1.2077,7.5609e-05,7.5609e-05
-0.017194,0.025719,0.0025667,-0.00014369,0.010931,-1.0036,3.1295e-05,3.1295e-05
-0.017194,0.025431,0.0026684,-0.00027662,-0.11251,-0.51783,6.5236e-05,6.5236e-05
-0.017194,0.025144,0.0028149,-0.00035035,0.063199,-0.26043,0.0001465,0.0001465
-0.017194,0.024856,0.0029678,-0.00033239,0.33404,-0.50482,0.00035034,0.00035034
-0.017194,0.024568,0.0031227,-0.00025498,0.80515,-0.93052,0.00059513,0.00059513
-0.017194,0.02428,0.0032057,-0.000259,1.434,-1.1417,0.00088153,0.00088153
-0.017194,0.023993,0.0032054,-0.00032227,1.9179,-1.1275,0.0012356,0.0012356
-0.017194,0.023705,0.0031637,-0.00036093,1.4628,-0.82674,0.0015972,0.0015972
-0.017194,0.023417,0.0031687,-0.00034035,0.16781,-0.26071,0.001855,0.001855
-0.017194,0.023129,0.0032702,-0.00031982,-0.6765,0.39327,0.0017711,0.0017711
-0.017194,0.022841,0.0034041,-0.00032245,-0.28822,1.1013,0.0014079,0.0014079
-0.017194,0.022554,0.0035545,-0.00031711,0.92868,1.5776,0.0011735,0.0011735
-0.017194,0.022266,0.003676,-0.00029529,1.5216,1.9161,0.0010892,0.0010892
-0.017194,0.021978,0.0037472,-0.00024623,1.1162,2.0301,0.0010896,0.0010896
-0.017194,0.02169,0.0037643,-0.00017771,0.28193,2.0976,0.00094031,0.00094031
-0.017194,0.021403,0.0037569,-8.9263e-05,-0.046756,2.0798,0.00047036,0.00047036
-0.017194,0.021115,0.0037324,-3.8651e-05,0.32776,1.8561,0.00031584,0.00031584
-0.017194,0.020827,0.0036356,2.2012e-05,1.0453,1.3901,8.473e-05,8.473e-05
-0.017194,0.020539,0.0035378,0.00011292,1.5954,0.64711,0.00027379,0.00027379
-0.017194,0.020252,0.0034857,0.00023838,1.6375,0.21186,0.00020643,0.00020643
-0.017194,0.019964,0.0033414,0.00034642,1.2437,0.44685,0.0001898,0.0001898
-0.017194,0.019676,0.0031464,0.0004359,0.9372,1.3013,2.8204e-05,2.8204e-05
-0.017194,0.019388,0.0029177,0.00050508,0.92208,1.9838,-0.0007455,0.0007455
-0.017194,0.019101,0.0027688,0.00053742,0.74067,1.904,-0.0015024,0.0015024
-0.017194,0.018813,0.0026163,0.00055902,-0.18333,1.1995,-0.0021631,0.0021631
-0.017194,0.018525,0.0024444,0.00062518,-1.1427,0.39859,-0.0021535,0.0021535
-0.017194,0.018237,0.0023314,0.00079092,-1.094,-0.061003,-0.0020117,0.0020117
-0.017194,0.017949,0.0022469,0.00096825,0.096363,-0.16783,-0.0018281,0.0018281
-0.017194,0.017662,0.0022057,0.0011064,1.3189,-0.13673,-0.0012492,0.0012492
-0.017194,0.017374,0.00213,0.0012081,1.8786,0.064584,-0.00057373,0.00057373
-0.017194,0.017086,0.0018968,0.0013008,1.6877,0.45198,-5.3961e-05,5.3961e-05
-0.017194,0.016798,0.0017117,0.0014492,1.1184,0.70458,-8.8072e-05,8.8072e-05
-0.017194,0.016511,0.001637,0.0016115,0.0058018,0.35601,-0.00068782,0.00068782
-0.017194,0.016223,0.0017564,0.0017849,-0.97114,-0.46986,-0.00082785,0.00082785
-0.017194,0.015935,0.001754,0.0019429,-1.361,-0.86263,-0.00075674,0.00075674
-0.017194,0.015647,0.0015633,0.0020202,-0.55473,-0.27077,-3.5992e-05,3.5992e-05
-0.017194,0.01536,0.0013346,0.002049,0.48059,0.66356,7.0292e-05,7.0292e-05
-0.017194,0.015072,0.0012372,0.0021251,0.95692,1.0894,0.00015279,0.00015279
-0.017194,0.014784,0.0012842,0.0022654,0.74373,0.7646,6.5678e-05,6.5678e-05
-0.017194,0.014496,0.0013408,0.002417,0.54501,0.47148,0.00022375,0.00022375
-0.017194,0.014209,0.0013854,0.0025706,0.52262,0.34964,0.0002516,0.0002516
-0.017194,0.013921,0.0014117,0.0027542,0.1727,0.21815,8.5093e-05,8.5093e-05
-0.017194,0.013633,0.0014043,0.0029486,-0.52663,-0.085756,-8.8665e-05,8.8665e-05
-0.017194,0.013345,0.0013354,0.0030521,-0.95619,-0.10248,-0.00012717,0.00012717
-0.017194,0.013057,0.0013179,0.0031032,-0.65642,0.33689,3.5907e-05,3.5907e-05
-0.017194,0.01277,0.001324,0.0031436,-0.068125,0.86681,0.0001073,0.0001073
-0.017194,0.012482,0.0012761,0.003272,0.30984,0.96022,5.3388e-05,5.3388e-05
-0.017194,0.012194,0.0011985,0.0034249,0.1434,0.451,-0.00013935,0.00013935
-0.017194,0.011906,0.0011387,0.0035663,-0.35939,-0.19352,-0.00026379,0.00026379
-0.017194,0.011619,0.0011285,0.0036491,-0.79557,-0.52698,-0.00032625,0.00032625
-0.017194,0.011331,0.0011211,0.0037258,-0.93113,-0.49982,-0.00029584,0.00029584
-0.017194,0.011043,0.0010962,0.0037754,-0.71618,-0.42239,-0.00019443,0.00019443
-0.017194,0.010755,0.0010501,0.0037867,-0.47193,-0.41453,-8.503e-05,8.503e-05
-0.017194,0.010468,0.00097929,0.0038438,-0.3041,-0.22938,-1.4224e-05,1.4224e-05
-0.017194,0.01018,0.00089046,0.003973,-0.029736,0.030334,2.5792e-05,2.5792e-05
-0.017194,0.009892,0.00079061,0.0040949,0.23808,0.095461,4.9384e-05,4.9384e-05
-0.017194,0.0096042,0.00060961,0.0041405,0.4849,0.034246,5.402e-05,5.402e-05
-0.017194,0.0093165,0.00039536,0.004111,0.43622,0.32678,1.8423e-05,1.8423e-05
-0.017194,0.0090287,0.00032902,0.0040913,0.12,0.97141,9.1791e-05,9.1791e-05
-0.017194,0.0087409,0.00046355,0.0040389,-0.34156,1.4732,0.00011057,0.00011057
-0.017194,0.0084532,0.00065438,0.0040287,-1.06,1.4104,4.1874e-05,4.1874e-05
-0.017194,0.0081654,0.00064355,0.0040419,-1.7067,1.0761,-0.00024658,0.00024658
-0.017194,0.0078776,0.00050429,0.0040889,-2.0681,0.69676,-0.0005537,0.0005537
-0.017194,0.0075899,0.00038885,0.0041289,-1.8804,0.29534,-0.00067995,0.00067995
