-61.959,-39.42
-61.765,-40.773
-61.765,-42.126
-61.572,-43.286
-61.379,-44.64
-60.992,-45.993
-60.025,-47.346
-59.639,-48.7
-59.252,-50.053
-59.059,-51.213
-58.672,-52.567
-58.285,-53.92
-57.898,-55.273
-57.512,-56.627
-57.125,-57.787
-56.738,-59.14
-56.545,-60.493
-56.352,-61.847
-55.965,-63.2
-55.772,-64.554
-55.192,-65.714
-54.805,-67.067
-54.418,-68.42
-53.838,-69.774
-53.065,-71.127
-52.485,-72.48
-51.712,-73.447
-51.132,-74.8
-50.165,-75.767
-49.198,-76.927
-48.038,-78.087
-46.878,-79.247
-46.298,-80.407
-44.945,-80.794
-43.591,-81.954
-42.431,-82.921
-41.271,-83.501
-40.305,-84.081
-39.145,-84.661
-38.178,-85.821
-36.825,-86.014
-35.665,-86.594
-34.504,-86.981
-33.151,-87.561
-31.798,-88.334
-30.444,-88.914
-29.478,-89.301
-28.124,-89.881
-26.964,-90.267
-25.804,-91.041
-24.644,-91.621
-23.291,-92.008
-21.937,-92.588
-20.971,-93.168
-19.617,-93.941
-18.457,-94.714
-17.297,-95.294
-15.944,-96.454
-14.977,-97.421
-13.817,-98.388
-12.657,-99.741
-11.884,-101.09
-10.724,-102.45
-10.337,-103.41
-9.7571,-104.57
-9.3704,-105.93
-10.144,-106.89
-11.11,-108.05
-11.11,-109.41
-11.11,-110.76
-10.917,-111.92
-9.7571,-112.11
-9.5638,-113.47
-10.144,-114.82
-10.917,-115.59
-12.077,-115.98
-12.077,-117.14
-12.077,-118.49
-12.271,-119.85
-12.851,-121.2
-13.817,-122.55
-14.397,-123.71
-15.171,-125.07
-15.751,-126.42
-16.524,-127.58
-16.524,-128.94
-17.104,-130.29
-17.491,-131.45
-17.877,-132.8
-18.264,-134.16
-18.264,-135.51
-18.264,-136.86
-18.264,-138.02
-18.071,-139.38
-16.717,-139.38
-15.364,-139.38
-14.011,-139.38
-13.237,-138.6
-12.851,-137.44
-12.271,-136.09
-11.884,-134.93
-11.11,-133.58
-10.724,-132.22
-10.144,-131.06
-9.3704,-129.71
-8.4037,-128.74
-7.8237,-127.58
-7.2437,-126.23
-6.4704,-124.87
-5.8903,-123.71
-5.117,-122.36
-4.537,-121.01
-3.7636,-119.65
-3.1836,-118.3
-2.7969,-117.14
-2.4102,-115.79
-2.0236,-114.43
-1.8302,-113.08
-1.6369,-111.73
-1.4435,-110.37
-1.4435,-109.21
-1.4435,-107.86
-1.4435,-106.51
-1.4435,-105.15
-1.6369,-103.8
-1.6369,-102.45
-2.0236,-101.29
-2.2169,-99.934
-2.7969,-98.581
-3.3769,-97.228
-3.9569,-96.068
-4.537,-94.908
-5.5037,-93.554
-6.6637,-92.201
-7.8237,-90.847
-9.1771,-89.494
-10.53,-88.527
-11.69,-87.561
-13.044,-86.594
-14.204,-85.821
-15.364,-85.047
-16.717,-84.467
-17.684,-84.081
-18.651,-83.307
-20.004,-82.921
-20.971,-82.147
-22.131,-81.567
-23.484,-81.374
-24.644,-80.794
-25.998,-80.214
-27.351,-79.634
-28.704,-78.861
-30.058,-78.281
-31.218,-77.507
-32.571,-76.734
-33.731,-75.96
-35.085,-75.187
-36.438,-74.22
-37.791,-73.06
-38.951,-72.094
-40.305,-70.74
-41.465,-69.387
-42.625,-68.034
-43.591,-66.68
-44.171,-65.52
-44.751,-64.167
-45.331,-62.813
-45.718,-61.46
-46.298,-60.107
-46.298,-58.753
-46.298,-57.593
-46.685,-56.24
-47.265,-54.887
-46.878,-53.533
-46.878,-52.18
-46.878,-50.827
-47.072,-49.86
-48.038,-49.086
-48.425,-47.733
-48.425,-46.38
-49.005,-45.026
-49.198,-43.866
-49.585,-42.513
-50.165,-41.16
-50.165,-39.806
-50.745,-38.453
-51.325,-37.1
-52.292,-35.939
-53.258,-34.586
-54.032,-33.426
-54.998,-32.459
-56.352,-32.073
-57.512,-32.073
-58.865,-32.073
-60.219,-32.266
-61.379,-33.039
-61.959,-34.393
-61.959,-35.746
-61.959,-36.906
-61.959,-38.26
