-33.924,-81.181
-33.344,-82.534
-32.958,-83.887
-32.378,-85.434
-31.798,-86.787
-30.831,-88.141
-30.058,-89.494
-29.284,-90.654
-28.318,-92.201
-27.544,-93.554
-26.964,-94.908
-26.191,-96.261
-25.804,-97.614
-24.838,-99.161
-24.451,-100.32
-23.484,-101.48
-23.291,-102.83
-22.904,-103.99
-22.324,-105.54
-22.324,-106.89
-22.324,-108.25
-21.744,-109.21
-21.551,-110.57
-21.357,-112.11
-21.164,-113.47
-21.164,-114.82
-20.971,-116.17
-20.391,-117.33
-20.197,-118.88
-20.004,-120.23
-19.617,-121.59
-19.231,-122.94
-18.844,-124.29
-18.457,-125.84
-18.071,-127.2
-17.297,-128.55
-16.717,-129.9
-15.944,-131.26
-15.171,-132.8
-14.397,-134.16
-13.237,-135.51
-12.077,-136.86
-11.11,-137.83
-9.5638,-139.18
-8.2104,-140.15
-7.0504,-141.31
-5.697,-141.89
-4.3436,-142.86
-2.7969,-143.63
-1.4435,-144.4
-0.090168,-145.18
1.2632,-145.76
2.6166,-146.34
2.2299,-146.92
0.87653,-146.92
0.10317,-147.69
0.10317,-149.04
0.10317,-150.4
0.48985,-151.75
1.4565,-152.14
2.8099,-152.14
4.1633,-152.14
4.55,-151.17
4.55,-149.62
4.55,-148.27
5.3233,-147.69
6.6767,-148.46
8.0301,-149.04
9.5768,-150.01
10.93,-150.98
12.284,-151.94
13.444,-152.91
14.604,-153.88
15.764,-155.23
16.924,-156.58
17.89,-157.94
18.664,-159.29
19.244,-160.64
20.017,-162.19
20.21,-163.54
20.21,-164.9
19.824,-166.25
19.63,-167.6
18.084,-167.8
16.924,-168.38
15.764,-168.76
15.764,-170.12
15.377,-171.28
13.83,-171.28
13.057,-171.86
13.057,-173.21
13.057,-174.56
13.25,-175.92
14.604,-176.3
14.024,-177.66
13.83,-179.01
13.83,-180.36
13.83,-181.72
14.41,-182.88
15.764,-182.88
17.117,-182.88
18.47,-182.68
19.63,-181.52
20.79,-180.17
21.757,-179.01
22.917,-177.66
23.884,-176.3
24.657,-174.95
25.431,-173.4
25.817,-172.05
26.397,-170.7
26.591,-169.34
26.784,-167.99
26.977,-166.44
27.171,-165.09
27.171,-163.74
27.364,-162.38
27.364,-161.03
27.364,-159.48
26.784,-158.32
26.397,-156.97
26.011,-155.62
25.624,-154.26
24.851,-152.72
24.077,-151.36
23.304,-150.01
22.53,-148.66
21.95,-147.5
20.404,-146.53
20.21,-145.18
19.05,-144.6
17.697,-144.21
16.344,-143.05
14.797,-142.08
13.83,-141.12
12.477,-140.73
11.123,-139.96
9.7701,-139.18
8.2234,-138.41
7.2567,-137.83
5.9033,-137.06
4.55,-136.48
3.1966,-135.7
1.6499,-134.74
0.29651,-133.96
-1.0569,-133
-1.6369,-132.22
-2.9903,-131.45
-4.3436,-130.1
-5.5037,-128.94
-6.0837,-127.58
-7.0504,-126.62
-7.8237,-125.26
-8.5971,-123.71
-9.1771,-122.36
-9.7571,-121.01
-9.9505,-119.65
-10.337,-118.3
-10.724,-116.75
-10.724,-115.4
-11.304,-114.24
-11.497,-112.89
-11.69,-111.53
-11.884,-109.99
-12.077,-108.63
-12.077,-107.28
-12.464,-106.12
-12.657,-104.77
-12.851,-103.22
-13.044,-101.87
-13.431,-100.51
-13.624,-99.161
-14.011,-97.808
-14.397,-96.261
-14.397,-94.908
-14.977,-93.748
-14.977,-92.394
-15.364,-91.041
-16.137,-89.494
-16.717,-88.141
-17.104,-86.787
-17.877,-85.627
-18.264,-84.274
-19.424,-83.114
-20.197,-81.761
-21.164,-80.601
-21.744,-79.247
-22.904,-77.894
-24.451,-76.54
-25.611,-75.38
-26.384,-74.607
-27.738,-74.027
-29.091,-73.834
-30.638,-73.834
-31.991,-73.834
-33.344,-74.414
-33.924,-75.767
-33.924,-77.12
-33.924,-78.667
-33.924,-80.021
